date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
25/02/2018 00:15,67.1338993843759,,,17.87032214646266,83.46109718892694,99.97551785747471,910.9949647090518,Weekend,Sunday,Light_Load
25/02/2018 00:30,60.29622287519128,35.63823082191781,,-5.48679562003619,,96.76840386499056,,Weekend,Sunday,Light_Load
25/02/2018 00:45,31.935612163821244,,,-0.673338625223672,73.89109718892695,96.76506280639477,2710.790005023965,Weekend,Sunday,Light_Load
25/02/2018 01:00,37.90143044728106,,-16.727792205613365,,74.11109718892695,105.61822837379889,,Weekend,Sunday,Light_Load
25/02/2018 01:15,10.850918978909018,9.968230821917809,-11.793675828033132,8.750967694163542,74.48109718892695,97.13284898660262,,Weekend,Sunday,Light_Load
25/02/2018 01:30,3.5553256931039057,5.038230821917809,5.954773666383223,,65.07109718892693,97.98236810529852,,Weekend,Sunday,Light_Load
25/02/2018 01:45,6.345636359017626,5.218230821917809,-12.061197199859492,-12.73376516719661,66.68109718892694,,,Weekend,Sunday,Light_Load
25/02/2018 02:00,4.668086299084004,,,,66.68109718892694,102.0019478228196,7185.023236202645,Weekend,,Light_Load
,,,-6.133349908338457,,64.73109718892695,,8109.574556584206,Weekend,Sunday,Light_Load
25/02/2018 02:30,,5.868230821917807,15.323300903690152,-14.683780126236112,62.88109718892694,,9019.171592380091,Weekend,Sunday,Light_Load
25/02/2018 02:45,5.592917684099262,5.758230821917808,-5.752995501205199,-7.870981135351065,63.51109718892695,89.1564756329532,9916.067459076326,Weekend,Sunday,Light_Load
,3.434261401058188,,-8.237235743410364,11.787056841985333,63.89109718892694,87.74994812964675,,Weekend,,Light_Load
25/02/2018 03:15,3.532896476795384,5.248230821917808,17.85521756300841,-11.333877400366196,66.50109718892693,93.84287563407716,11682.527168910456,Weekend,,Light_Load
25/02/2018 03:30,,,,8.218136791289652,65.14109718892695,100.15552614215866,12610.932458473564,,,Light_Load
25/02/2018 03:45,4.862031176401884,,-17.896663057115877,-16.949168076059642,60.53109718892694,104.9976899644972,13503.469565022548,,Sunday,Light_Load
25/02/2018 04:00,2.2105337716863733,3.448230821917808,6.178030144721342,-7.445120903750378,65.44109718892693,,14382.02721215536,Weekend,Sunday,Light_Load
25/02/2018 04:15,2.693487923095072,,-1.5149773927246597,14.56120741709041,63.201097188926944,,15286.90080829479,,Sunday,Light_Load
25/02/2018 04:30,2.041317608593315,3.738230821917808,-12.75007793954823,0.6661845932924696,,,16183.37744277757,,Sunday,Light_Load
25/02/2018 04:45,4.554053822843186,,-6.011782885095633,18.786591463369906,62.36109718892694,93.75036343866674,17088.866022518872,Weekend,Sunday,Light_Load
25/02/2018 05:00,,3.628230821917808,-10.432618655040928,,63.88109718892694,95.45519713554825,,Weekend,Sunday,Light_Load
25/02/2018 05:15,3.112032906195771,3.308230821917808,-1.5510382249933596,-18.69112058947327,,97.83089598418482,18882.007915404123,Weekend,Sunday,Light_Load
25/02/2018 05:30,,3.3782308219178083,-12.476002096591376,13.442725419062006,,96.4755429117871,,Weekend,Sunday,Light_Load
25/02/2018 05:45,2.1072303073481917,3.4182308219178084,16.340824787669398,4.298741088908513,66.33109718892695,93.29381202406668,,Weekend,Sunday,Light_Load
25/02/2018 06:00,2.5447842694668945,5.068230821917808,-4.326010137194922,12.89437095741414,59.29109718892694,97.57740699187364,,Weekend,Sunday,Light_Load
25/02/2018 06:15,3.933974434155285,4.068230821917808,,-0.3504365569436642,62.27109718892694,99.34520530917028,22488.360525514578,Weekend,Sunday,Light_Load
25/02/2018 06:30,,3.558230821917808,-3.0996419405032336,9.895373072737824,64.48109718892695,89.80922243131735,23410.882388005783,Weekend,Sunday,Light_Load
25/02/2018 06:45,4.936019737437015,4.568230821917808,17.292259859544295,15.566662569790491,60.93109718892693,87.48352358834705,,Weekend,,Light_Load
25/02/2018 07:00,5.170144072961146,4.998230821917808,-1.2565330712982643,12.58197883488264,,92.33467755744437,,Weekend,Sunday,Light_Load
,1.4994293525274776,3.598230821917808,-17.108977054852346,1.6533887281638546,63.491097188926936,88.7255017103881,26118.90196168008,Weekend,Sunday,Light_Load
,0.7516986809349464,3.268230821917808,-2.224083044104826,-15.562603850901974,66.04109718892693,92.0057056676864,26980.62378442054,,,Light_Load
25/02/2018 07:45,,3.488230821917808,16.477293398111065,-17.94192497577533,64.07109718892693,102.2596103727912,27889.228636607026,Weekend,Sunday,Light_Load
25/02/2018 08:00,3.14847886748837,3.448230821917808,19.647878880769987,,65.44109718892693,94.40939773734544,,Weekend,,Light_Load
25/02/2018 08:15,1.303198055475825,3.598230821917808,-10.774445523205816,-17.65673192143033,63.491097188926936,101.34435000089532,29691.9737029908,Weekend,,Light_Load
,4.017299131860514,5.178230821917808,9.556195985825727,2.119329155924412,57.07109718892694,101.52242313069183,30606.345896199728,Weekend,Sunday,Light_Load
25/02/2018 08:45,1.481966483880544,4.928230821917808,-3.820439056220888,17.96501122174896,58.15109718892694,92.77628339587145,31508.088024006967,Weekend,Sunday,Light_Load
25/02/2018 09:00,2.0653987644699194,,-8.101265972613154,9.8029032579061,95.97109718892692,25.64673470723018,32390.833607289547,,,Light_Load
25/02/2018 09:15,1.0466202779752698,-0.6517691780821919,10.851019359790154,,,13.876653086194494,33282.004565282194,,Sunday,Light_Load
,2.533714317890553,-0.6517691780821919,-11.814109655569386,12.935885355658792,95.97109718892692,28.833001866126985,34180.45049750606,Weekend,Sunday,Light_Load
,4.12707556444412,,8.243264045585603,9.05644416177177,95.97109718892692,25.41898352749524,35100.68141563308,Weekend,Sunday,Light_Load
25/02/2018 10:00,4.905625468445633,-0.6517691780821919,11.54753666507595,-7.664181356150522,95.97109718892692,,,Weekend,Sunday,Light_Load
25/02/2018 10:15,5.01831266967488,-0.6517691780821919,14.318275857027515,-15.817581433606144,95.97109718892692,19.76263334301712,36908.94899213294,Weekend,Sunday,Light_Load
,3.702196334866128,-0.6517691780821919,-6.463165070621809,17.430779919586683,95.97109718892692,29.215267221471397,37802.53047396378,Weekend,Sunday,Light_Load
,2.768209290084393,-0.6517691780821919,-15.79624506092286,8.250709270413939,95.97109718892692,,38711.74806987761,Weekend,Sunday,Light_Load
,,-0.6517691780821919,14.840810315062395,,95.97109718892692,13.994109565205555,39584.50882528351,,Sunday,Light_Load
,4.711795827345787,-0.6517691780821919,-8.4788789579968,-1.477270394923828,95.97109718892692,64.65731595594491,,Weekend,Sunday,Light_Load
25/02/2018 11:30,3.7621859542607714,-0.6517691780821919,16.367576124420015,-0.9651239248638044,95.97109718892692,47.07170766381858,,,Sunday,Light_Load
,3.309747697542885,-0.6517691780821919,-9.01969161395276,-18.44540947085697,,47.31734647009251,42285.28290590189,Weekend,Sunday,Light_Load
25/02/2018 12:00,3.9118688804304496,-0.6517691780821919,-15.809312683996891,9.215635444314422,,56.34878596368287,43183.01467761833,Weekend,Sunday,Light_Load
,2.4003527487534435,,14.655534375250935,-17.635905988184557,,21.41123161223164,44116.69534247158,,,Light_Load
25/02/2018 12:30,1.3039966812442554,-0.6517691780821919,19.60332354146918,,95.97109718892692,29.65090367701503,,,Sunday,Light_Load
25/02/2018 12:45,3.9541669160530217,-0.6517691780821919,3.675769047922094,15.517191744903243,95.97109718892692,15.049177015787803,,Weekend,,Light_Load
25/02/2018 13:00,4.085834315516178,-0.6517691780821919,14.536441955275452,-14.27795792285166,95.97109718892692,26.029990425236,46812.57693330971,Weekend,Sunday,Light_Load
25/02/2018 13:15,,-0.6517691780821919,-0.2772406947965725,-2.0583309212033147,95.97109718892692,19.876528052031777,,Weekend,Sunday,Light_Load
25/02/2018 13:30,,,15.139122095107446,8.9221411950986,95.97109718892692,27.576845628089576,,Weekend,Sunday,Light_Load
,,,1.3632789959317717,11.02601654378469,95.97109718892692,15.108458948579427,49516.64799802392,,Sunday,Light_Load
25/02/2018 14:00,0.8849627080376425,,,-17.089305588129015,95.97109718892692,11.14934567465856,50414.52394945592,Weekend,,Light_Load
25/02/2018 14:15,3.324238176946511,-0.6517691780821919,8.426312376296583,15.142973623980778,95.97109718892692,16.13315786477719,51283.346553608346,Weekend,Sunday,Light_Load
,4.958000977935798,-0.6517691780821919,,10.677773197659947,95.97109718892692,,52201.75599728985,Weekend,Sunday,Light_Load
25/02/2018 14:45,4.569059999682433,-0.6517691780821919,,-6.531361651331297,95.97109718892692,,53099.08793382419,Weekend,Sunday,Light_Load
25/02/2018 15:00,4.706108812759741,,-0.8715348937517631,-10.923061073426824,,15.584294082528707,54017.44002291001,Weekend,Sunday,Light_Load
25/02/2018 15:15,4.793667995701122,,4.383531064308103,-9.970570994177915,,,54888.46507295812,,,Light_Load
25/02/2018 15:30,1.726552407361818,-0.6517691780821919,11.888056611674267,-9.10144205143977,95.97109718892692,,55815.53121328829,Weekend,Sunday,Light_Load
25/02/2018 15:45,4.253330541214657,-0.6517691780821919,,15.567725740847544,95.97109718892692,13.469815626157956,,Weekend,Sunday,Light_Load
25/02/2018 16:00,1.7497829578001478,-0.6517691780821919,-3.065999224273149,13.520943312428267,95.97109718892692,24.95103494326405,57612.64558046721,Weekend,Sunday,Light_Load
25/02/2018 16:15,4.632948212744673,-0.6517691780821919,,,95.97109718892692,12.03257596973907,58490.15370804897,Weekend,Sunday,Light_Load
25/02/2018 16:30,3.7924139336245473,-0.6517691780821919,,7.354767098154075,95.97109718892692,17.5906181679688,,Weekend,,Light_Load
25/02/2018 16:45,2.8291389874181965,,-12.50795917297336,12.903842536361458,,8.502739160954098,60290.02502553963,,,Light_Load
25/02/2018 17:00,,-0.6517691780821919,20.395632795161944,10.371744892394773,95.97109718892692,,61209.76557874472,Weekend,Sunday,Light_Load
,,-0.6517691780821919,-6.868773655659274,18.125903046284485,95.97109718892692,25.12476262402663,62105.199697069664,Weekend,Sunday,Light_Load
25/02/2018 17:30,,-0.6517691780821919,8.781835057562999,11.994446791321424,95.97109718892692,7.654762564029474,62989.04655556377,Weekend,Sunday,Light_Load
25/02/2018 17:45,3.655247531318861,-0.6517691780821919,-9.308453390070538,-0.5994866985622771,95.97109718892692,13.619990106291056,63889.92246623098,Weekend,Sunday,Light_Load
25/02/2018 18:00,2.026079297357886,,13.316114947340989,-2.0406587674370478,,25.39070537945222,64813.01165423114,Weekend,Sunday,Light_Load
25/02/2018 18:15,2.245069395076877,-0.6517691780821919,4.779546671540627,11.486667908227384,,,65704.76595584641,Weekend,Sunday,Light_Load
25/02/2018 18:30,,-0.6517691780821919,-14.221453755105768,-15.977016832563423,95.97109718892692,49.16784426578083,66598.59295387834,Weekend,Sunday,Light_Load
25/02/2018 18:45,,-0.6517691780821919,-15.7403228586526,0.355457202791157,95.97109718892692,27.83280916607243,67491.41697814106,Weekend,,Light_Load
,,-0.6517691780821919,18.773843804745688,,95.97109718892692,25.03711175548514,68405.64869471177,Weekend,Sunday,Light_Load
25/02/2018 19:15,4.490859723974046,-0.6517691780821919,,,,25.3442934302198,,,Sunday,Light_Load
25/02/2018 19:30,4.551469345762589,-0.6517691780821919,12.872370276836753,16.390821537734233,95.97109718892692,23.730639711378046,70217.05322990564,Weekend,,Light_Load
25/02/2018 19:45,0.8231164964972622,-0.6517691780821919,,-17.096120196324744,95.97109718892692,23.47028958708108,,Weekend,Sunday,Light_Load
25/02/2018 20:00,3.140932313376605,-0.6517691780821919,-6.1241650274728725,,95.97109718892692,5.021872187011063,71986.89482851475,Weekend,Sunday,Light_Load
25/02/2018 20:15,4.287020747371801,-0.6517691780821919,-16.25723738939634,-13.656839014165929,95.97109718892692,,72909.03187108398,Weekend,,Light_Load
25/02/2018 20:30,2.7035712766503623,-0.6517691780821919,17.258697333329792,,,23.846595292774843,73801.2063877489,Weekend,Sunday,Light_Load
,,-0.6517691780821919,,,95.97109718892692,,74686.43071991713,,,Light_Load
,2.381863725289296,-0.6517691780821919,4.884743662483254,,95.97109718892692,,75604.71058188613,Weekend,Sunday,Light_Load
,2.305266760933656,-0.6517691780821919,12.30798232784038,-3.113646593846197,95.97109718892692,,,Weekend,Sunday,Light_Load
25/02/2018 21:30,3.703646175160369,-0.6517691780821919,-14.531701435529088,-19.202380099667774,95.97109718892692,13.543092335692442,77403.87654637806,Weekend,,Light_Load
25/02/2018 21:45,,-0.6517691780821919,15.214238256846922,-14.02012097942573,95.97109718892692,,78313.69216879843,Weekend,,Light_Load
25/02/2018 22:00,,-0.6517691780821919,10.13406522136836,0.2729391644823168,95.97109718892692,25.22209026269309,79204.39120237413,Weekend,Sunday,Light_Load
,1.3016180843311456,0.6482308219178081,11.96368694755956,,90.98109718892697,,,Weekend,Sunday,Light_Load
25/02/2018 22:30,3.2301048560993357,2.768230821917808,10.399512880545773,-5.283762862548649,70.47109718892693,103.15842946991512,81017.04133804543,Weekend,Sunday,Light_Load
25/02/2018 22:45,1.3775265071171194,3.018230821917808,,-7.933877882821487,69.65109718892694,94.55210002449188,81913.06073813108,Weekend,Sunday,Light_Load
25/02/2018 23:00,3.875520748513474,4.098230821917808,-14.46566356771181,4.820631732345651,66.68109718892694,86.03591701827906,82784.09815804189,Weekend,Sunday,Light_Load
25/02/2018 23:15,4.2111344386472735,2.948230821917808,-14.60390795873446,13.58406526720584,70.87109718892694,89.46730719306584,83696.93082283238,Weekend,Sunday,Light_Load
25/02/2018 23:30,,3.448230821917808,-0.2523292139913597,,,91.78644494471018,84616.56467598498,Weekend,Sunday,Light_Load
25/02/2018 23:45,3.817078680425445,3.598230821917808,13.990018831793492,,69.20109718892695,,85484.1723648271,Weekend,Sunday,Light_Load
25/02/2018 00:00,2.647560702747275,2.518230821917808,-5.1843228849245815,-17.34252403238699,73.17109718892695,103.6967101235366,6.747100309548895,Weekend,Sunday,Light_Load
26/02/2018 00:15,1.5954219453343783,2.478230821917808,0.8371537925825753,9.89569766375483,73.56109718892694,90.16896941666096,900.1828901832032,,Monday,Light_Load
26/02/2018 00:30,,,-18.55969512067652,15.297577595208,71.55109718892695,99.6340734223927,,Weekday,Monday,Light_Load
26/02/2018 00:45,0.4220657229181026,2.5482308219178083,-17.89169558577835,,72.29109718892693,97.54863765260824,2687.951103536253,Weekday,,Light_Load
26/02/2018 01:00,,2.808230821917808,-13.765659149284064,17.542419296098277,70.35109718892693,105.59355320714356,3604.3721421585137,Weekday,Monday,Light_Load
,1.0075278785700852,,,,69.39109718892695,105.0321742048132,4517.778889891606,Weekday,Monday,Light_Load
26/02/2018 01:30,4.304736799756975,3.018230821917808,-7.837061785130107,14.97661153244157,68.71109718892694,99.01060721566483,5410.473536442359,,Monday,Light_Load
26/02/2018 01:45,1.5195388967469108,2.878230821917808,-10.203206915385968,-14.434970032629922,,104.131775124716,6285.726716890031,Weekday,Monday,Light_Load
26/02/2018 02:00,4.38354389512251,2.8382308219178083,-4.00486427742838,17.419263162311765,70.06109718892694,,,,Monday,Light_Load
26/02/2018 02:15,,,-12.699088854993436,3.111811726745984,70.06109718892694,100.2510625451802,8093.7592148136655,Weekday,Monday,Light_Load
26/02/2018 02:30,,4.068230821917808,-9.507263600027697,11.945225819471434,72.09109718892694,92.0827296057623,8998.857313959616,Weekday,Monday,Light_Load
26/02/2018 02:45,4.771336184712761,4.098230821917808,-19.09823683691903,-18.797226495843933,66.68109718892694,94.80725186591592,9884.996842800563,Weekday,Monday,Light_Load
26/02/2018 03:00,4.1933006909692025,2.628230821917808,13.673868743325029,,72.09109718892694,102.14609628968628,10810.665737627463,Weekday,Monday,Light_Load
26/02/2018 03:15,,2.5882308219178083,-11.804803942390638,-16.61436988256659,72.23109718892695,91.95880640204751,,Weekday,Monday,Light_Load
26/02/2018 03:30,4.188585223166181,,,5.07087365819383,72.23109718892695,105.41813094586416,,Weekday,Monday,Light_Load
26/02/2018 03:45,4.308625405816513,2.5882308219178083,,21.482734961857304,72.23109718892695,,13487.513374264645,Weekday,Monday,Light_Load
26/02/2018 04:00,2.174226225652314,2.5482308219178083,-3.142050119897547,,72.63109718892693,89.02521599418156,,Weekday,Monday,Light_Load
26/02/2018 04:15,1.140590711798049,2.628230821917808,-14.652515396365809,,72.09109718892694,92.25850784005412,15295.676417584868,Weekday,Monday,Light_Load
26/02/2018 04:30,1.2933118597292812,,14.116829529568902,6.46789725048909,71.84109718892694,95.03364094098862,16193.125744144612,Weekday,,Light_Load
26/02/2018 04:45,,2.728230821917808,15.940670532506518,-2.3188446570908505,71.12109718892694,104.8053635402521,,Weekday,Monday,Light_Load
,1.4556565539179165,2.878230821917808,9.31550546829606,-1.0045361891789568,71.19109718892693,95.59681181489304,17988.419401676863,Weekday,Monday,Light_Load
26/02/2018 05:15,1.9426914505234407,3.918230821917808,6.600642294798337,-2.036468977247494,,102.09697389238386,,Weekday,Monday,Light_Load
26/02/2018 05:30,3.5620437584350078,,-12.477480678477942,22.044117813880256,72.92109718892695,91.65319349283271,19795.052663496772,Weekday,Monday,Light_Load
26/02/2018 05:45,1.0282519130163197,3.348230821917808,-4.944087034097237,,69.35109718892693,,,Weekday,Monday,Light_Load
26/02/2018 06:00,3.6134091249963456,,10.795995179438146,,73.29109718892693,,21605.59239342497,Weekday,Monday,Light_Load
26/02/2018 06:15,,,,-16.4077919796076,74.10109718892693,102.25945402439616,22496.709387125746,Weekday,Monday,Light_Load
26/02/2018 06:30,0.7526279588426066,2.368230821917808,20.52188923856408,,74.65109718892694,86.18263848693019,23398.549712631244,Weekday,Monday,Light_Load
,2.3054157809764395,,17.89918220175706,-2.176844186425904,74.41109718892693,,24294.90098191034,Weekday,,Light_Load
,3.02353790621536,2.518230821917808,-4.865343639435225,16.89061899707431,72.92109718892695,86.22547213913884,25184.023822998435,Weekday,Monday,Light_Load
26/02/2018 07:15,3.9367424650003935,,,,73.69109718892693,95.79177575863083,26102.820008280218,,Monday,Light_Load
26/02/2018 07:30,3.258135554694252,,18.462238483950543,14.246632066966216,74.34109718892694,95.97259353312036,27002.42125224011,Weekday,Monday,Light_Load
26/02/2018 07:45,,3.808230821917808,,4.482318619956551,79.74109718892694,,27897.636159292782,Weekday,,Light_Load
26/02/2018 08:00,6.154629266593324,3.988230821917808,19.691300088597146,-12.1155182091515,80.40109718892694,,28783.72643206306,Weekday,Monday,Light_Load
,26.331773673573647,,15.09985869180274,9.3472566257964,77.30109718892695,99.37280843491544,29707.30694270406,Weekday,Monday,Light_Load
,,,0.6472751631092246,3.085824603756873,77.15109718892694,103.51473138545538,,,Monday,Light_Load
26/02/2018 08:45,,46.64823082191781,-8.125761518082408,-3.494138268931404,,95.36947807428773,,Weekday,Monday,Light_Load
26/02/2018 09:00,54.71972655353191,,-14.041375709764193,-6.060486588659525,92.54109718892693,94.15515585087492,,Weekday,Monday,Light_Load
26/02/2018 09:15,,,1.6004603054134598,,94.14109718892696,94.69215806572689,,Weekday,Monday,Medium_Load
26/02/2018 09:30,,11.338230821917808,-7.764922742102747,18.50777234778645,94.04109718892693,103.3566112712288,34191.94528777787,Weekday,Monday,Medium_Load
26/02/2018 09:45,62.707242655191706,17.38823082191781,13.45040821977401,,92.12109718892694,,35084.428686756124,Weekday,Monday,Medium_Load
26/02/2018 10:00,51.7027989984457,9.318230821917808,-10.296439568268983,5.809296426387323,94.27109718892694,89.4859278819697,,Weekday,,Medium_Load
26/02/2018 10:15,,33.47823082191781,-12.903943397167517,,,,,Weekday,Monday,Maximum_Load
,67.56983389579368,16.04823082191781,,,93.02109718892694,98.82706968681644,,Weekday,Monday,Maximum_Load
26/02/2018 10:45,63.38430179745183,20.80823082191781,17.011337289180336,5.764703366709992,91.15109718892694,90.03720896044538,38707.3128977567,Weekday,Monday,Maximum_Load
26/02/2018 11:00,103.9694657192466,26.02823082191781,-13.012092030902751,-7.14751965555806,92.82109718892691,102.47093466998976,39593.39397186319,Weekday,Monday,Maximum_Load
26/02/2018 11:15,80.31880989274663,38.80823082191781,-16.732770499996874,15.19704933492118,86.23109718892695,94.15786401067535,40491.69141361544,Weekday,Monday,Maximum_Load
26/02/2018 11:30,56.4966406756553,31.06823082191781,-11.78709246940332,,,102.87461060881704,41406.83606817004,Weekday,Monday,Maximum_Load
26/02/2018 11:45,60.24769547612277,33.258230821917806,,,83.24109718892694,92.83187954466086,,Weekday,,Maximum_Load
26/02/2018 12:00,64.91178646368004,38.80823082191781,-7.635397696380701,-1.99723350757659,81.32109718892693,88.03884158997587,43181.43295461381,Weekday,Monday,Maximum_Load
26/02/2018 12:15,7.404150709833552,0.498230821917808,-5.751364310111381,,95.34109718892694,33.377977379879944,44092.99255455584,,Monday,Medium_Load
,2.9751922321966813,-0.6517691780821919,-4.078695343015036,0.0232214533001968,95.97109718892692,11.577125316263082,44991.54587006191,Weekday,Monday,Medium_Load
26/02/2018 12:45,4.393271220991233,,,9.647364455981569,95.97109718892692,28.334785105013133,45888.208991342166,Weekday,Monday,Medium_Load
26/02/2018 13:00,4.110009673268407,-0.6517691780821919,18.01983171706708,8.640845106624965,95.97109718892692,19.925650108628798,46791.4627259112,Weekday,Monday,Medium_Load
26/02/2018 13:15,38.47044250024873,11.628230821917809,1.3198175321525545,-1.1884944667391693,91.46109718892694,,47681.69263815002,Weekday,Monday,Medium_Load
26/02/2018 13:30,57.46220849599888,,8.128884766411513,6.2197745796422526,91.41109718892692,96.16692932337818,48616.10435868025,Weekday,Monday,Medium_Load
26/02/2018 13:45,48.78723000218655,7.768230821917808,9.404714122611107,13.705328962089656,94.62109718892694,91.01737443118188,49494.46626853201,Weekday,Monday,Medium_Load
26/02/2018 14:00,54.448675602013,8.638230821917807,,12.346294212669894,94.69109718892692,100.66621973969026,50390.00661641555,Weekday,Monday,Medium_Load
26/02/2018 14:15,51.447925636540965,9.568230821917808,-5.232533859722196,-3.085539087348133,94.09109718892694,,51301.549736483394,Weekday,Monday,Medium_Load
26/02/2018 14:30,57.8314542658668,18.13823082191781,,5.98211981230556,,92.74534199827316,52188.93856817614,,Monday,Medium_Load
26/02/2018 14:45,,,9.10578787001944,,,103.96311216459388,53118.68764016048,Weekday,,Medium_Load
26/02/2018 15:00,,,,9.587255534103944,,97.95552890016336,54006.7922844673,Weekday,Monday,Medium_Load
26/02/2018 15:15,46.84798763220878,8.668230821917808,-14.959874819665991,,94.09109718892694,104.41489176675807,54911.90593868848,Weekday,Monday,Medium_Load
26/02/2018 15:30,55.34027648343591,13.818230821917808,2.564021312026957,-8.379451004318877,92.97109718892692,104.30879307819312,55780.77228547664,,Monday,Medium_Load
26/02/2018 15:45,53.64783141336824,12.808230821917808,-4.490245871001748,,92.94109718892692,90.16966283517748,56689.36766901332,Weekday,Monday,Medium_Load
26/02/2018 16:00,49.286409451659146,9.968230821917809,-13.520932425878948,5.354901689739866,93.86109718892696,99.5190287322225,,Weekday,Monday,Medium_Load
26/02/2018 16:15,,4.608230821917807,9.077240189798468,,,102.2121359010752,58513.65582023544,Weekday,,Medium_Load
26/02/2018 16:30,34.11145467400833,-0.5817691780821919,-13.463016298268428,-2.7327811991498554,,102.60538865510318,59414.794302559065,Weekday,Monday,Medium_Load
26/02/2018 16:45,,-0.6517691780821919,-10.777448140860308,3.176555040560417,95.97109718892692,90.10493906234024,60303.757019989134,Weekday,,Medium_Load
26/02/2018 17:00,,-0.6517691780821919,8.288295007291772,-11.72896497680547,95.97109718892692,95.94386365204107,61199.84133817964,Weekday,,Medium_Load
26/02/2018 17:15,42.63964525089171,3.198230821917808,6.4205055256118575,18.949201824795644,95.59109718892694,90.53309448398838,62113.97835521285,Weekday,Monday,Maximum_Load
26/02/2018 17:30,53.36213548529429,14.788230821917807,9.163270007824911,13.601331971547776,92.38109718892692,88.07528112885964,63004.4203496091,Weekday,Monday,Maximum_Load
26/02/2018 17:45,34.664308013283815,-0.4317691780821919,-18.07907798078581,-4.642246102457791,95.97109718892692,90.2015145912162,63898.302157422215,Weekday,,Maximum_Load
26/02/2018 18:00,33.11099820698977,,1.4021892533804428,10.41485949186136,95.97109718892692,86.08861300178219,64808.36362261956,Weekday,,Maximum_Load
26/02/2018 18:15,44.81296890294705,18.748230821917808,20.38773804103195,-14.61403747623185,87.96109718892694,88.93195718693346,65712.5535701033,Weekday,Monday,Maximum_Load
26/02/2018 18:30,60.455550162239646,,-18.447158926232675,-4.7019710535475,81.75109718892693,86.81746696660281,66614.25353220504,,Monday,Maximum_Load
26/02/2018 18:45,64.71456658930416,25.80823082191781,-5.32743641390333,,88.70109718892695,88.72420830885909,67495.56329656731,Weekday,Monday,Maximum_Load
,59.96627520919633,20.54823082191781,10.343736448817928,,90.65109718892694,87.64980353255712,68385.58905937648,Weekday,Monday,Maximum_Load
,60.630020330705264,22.34823082191781,-3.763098331644296,12.670226999879135,89.97109718892693,88.06149344594158,69280.06145463655,,,Maximum_Load
26/02/2018 19:30,57.99411821741437,20.54823082191781,-1.832971898024412,,,89.02848394648379,70213.23255258553,Weekday,Monday,Maximum_Load
26/02/2018 19:45,60.95600474657467,20.838230821917808,-1.0404303507431665,13.474545634169006,,96.78592561881844,71089.41991113343,Weekday,,Maximum_Load
,60.48104973803114,21.88823082191781,18.69867573959824,4.37391027425022,89.96109718892694,93.28191802197084,71987.55821499249,Weekday,Monday,Maximum_Load
26/02/2018 20:15,59.13366968947009,21.73823082191781,-6.263156949718561,19.623097461527077,89.95109718892695,,72907.96932233963,Weekday,Monday,Medium_Load
26/02/2018 20:30,58.07569206830661,,,10.988322912219031,90.44109718892692,96.96632613142324,73785.4956841185,Weekday,Monday,Medium_Load
26/02/2018 20:45,65.53225178343627,21.70823082191781,2.945757640860736,6.735754952102872,90.54109718892693,91.51303342443644,74690.66998474179,,Monday,Medium_Load
26/02/2018 21:00,39.749923682244656,5.428230821917808,19.282261749667427,-10.41053342950432,94.86109718892696,91.3194534660872,75600.23973759229,,Monday,Medium_Load
26/02/2018 21:15,8.432280975731551,-0.6517691780821919,14.03636066740403,-13.731034810483806,95.97109718892692,19.07885051689134,76506.52415198594,Weekday,Monday,Medium_Load
26/02/2018 21:30,,-0.6517691780821919,11.489537342972069,18.655236134297077,95.97109718892692,26.728430379301017,77395.86385272261,Weekday,Monday,Medium_Load
26/02/2018 21:45,3.13356046735509,,,,95.97109718892692,,78280.11403422357,Weekday,Monday,Medium_Load
26/02/2018 22:00,3.6457138603946335,,-16.52521207255553,,95.97109718892692,11.226063673110726,,,Monday,Medium_Load
26/02/2018 22:15,3.9340808980766777,1.078230821917808,-16.452146847997817,,92.07109718892691,41.66964108231614,80114.13086262492,Weekday,Monday,Maximum_Load
26/02/2018 22:30,5.875787586448163,,-10.171164475054296,-5.47918894485574,72.40109718892694,,80980.72591182591,Weekday,,Maximum_Load
26/02/2018 22:45,4.719545238639319,4.098230821917808,,4.527195270515826,73.12109718892694,97.76164872347354,81886.55139619921,Weekday,Monday,Maximum_Load
26/02/2018 23:00,,4.208230821917809,-10.48063869752012,11.157270822058672,72.40109718892694,,82791.86954217797,Weekday,,Maximum_Load
26/02/2018 23:15,3.409448547495688,3.888230821917808,12.992931058741965,,74.30109718892695,100.8124393814129,83704.93585036077,Weekday,,Light_Load
26/02/2018 23:30,6.119788488460061,3.918230821917808,16.779419884127215,5.1133013827742095,74.10109718892693,92.12741577522804,84616.84305471361,Weekday,,Light_Load
26/02/2018 23:45,5.3205005863198815,4.028230821917807,,9.207866241954047,73.58109718892695,101.105969872168,85490.92916397014,,,Light_Load
26/02/2018 00:00,5.514111168220508,4.1382308219178086,-3.71483465291374,7.89081994740634,,,-12.81605047018466,Weekday,Monday,Light_Load
27/02/2018 00:15,3.3443358025781587,4.068230821917808,3.47840991600439,13.974026404578742,73.32109718892693,101.97587117255743,901.9550051767716,Weekday,Tuesday,Light_Load
